A1      吖阿呵啊腌锕錒
NIE4    乜帇圼峊枿陧涅痆聂臬啮惗菍隉喦敜棿湼嗫嵲踂摰槷踗踙銸镊镍嶭篞臲鋷錜颞檗蹑嚙聶鎳孼孽櫱籋蘖囁齧巕糱糵蠥鑈囐囓讘躡鑷顳钀
NIE5    乜帇圼苶峊枿陧捏涅痆聂臬啮惗菍隉喦揑敜棿湼嗫嵲鉨踂摰槷踗踙銸镊镍嶭篞臲鋷錜颞檗蹑嚙聶鎳孼孽櫱籋蘖囁齧巕糱糵蠥鑈囐囓讘躡鑷顳钀
NIN2    囜恁您
NIN5    囜拰恁脌您
NING2   宁咛拧狞苧柠聍寍寕甯寜寧儜凝嚀嬣擰獰薴檸聹鑏鬡鸋鬤
NING3   拧橣擰矃
NING4   宁佞侫拧泞倿寕甯寗寧澝擰濘
NING5   宁佞侫咛拧泞狞苧柠倿聍寍寕甯寗寜寧澝儜凝橣嚀嬣擰濘獰薴檸矃聹鑏鬡鸋鬤
NIU1    妞
NIU2    牛牜汼怓
NIU3    忸扭狃纽杻炄钮紐莥鈕靵
NIU4    拗
NIU5    扭
NONG2   农侬哝浓脓莀秾農儂辳噥濃蕽檂燶禯膿癑穠襛醲欁
NONG4   弄挊挵癑齈
NONG5   弄哝噥
NU2     奴伖孥驽砮笯駑
NU3     伮努弩砮胬
NU4     怒傉詉搙
NU5     奴伖伮努孥弩驽怒砮笯胬傉詉搙駑
NUAN3   渜湪暖煖煗餪
NUAN5   奻渜湪暖煖煗餪
NUO2    郍娜挪梛傩橠儺
NUO4    耎诺喏掿毭堧愞逽搙搦锘搻榒稬諾蹃糑鍩嶿懦懧糥穤糯
NUO5    郍娜挪耎梛诺喏掿毭傩堧愞袲逽搙搦锘搻榒稬諾蹃橠糑鍩嶿懦懧糥穤糯儺
NV3     女钕籹釹
NV4     沑衂恧朒衄聏
NV5     女沑钕籹衂恧朒衄釹聏
NVE4    疟虐婩硸瘧
NVE5    疟虐婩硸瘧
O1      噢
O2      哦
O3      嚄
O4      哦
O5      哦噢嚄
OU1     区讴吽沤欧殴瓯鸥區慪筽塸漚蓲敺歐毆熰甌膒鴎櫙藲謳醧鏂鷗
OU3     吘呕偶腢嘔熰甌耦蕅澫藕
OU4     怄沤慪漚熰
OU5     区讴吘吽呕怄沤欧殴瓯鸥偶區慪筽腢嘔塸漚蓲敺歐毆熰甌耦膒蕅鴎澫櫙藕藲謳醧鏂鷗齵
PA1     妑苩派皅趴舥啪葩
PA2     扒杷爬钯耙跁掱琶鈀筢潖
PA4     汃帊帕怕袙
PA5     琶
PAI1    拍
PAI2    俳徘排猅棑牌箄輫簰簲犤
PAI3    迫排
PAI4    呱哌派渒湃蒎鎃
PAI5    派
PAN1    乑扳眅畨萠番潘攀
PAN2    爿柈洀胖般湴盘跘媻幋碆蒰搫槃盤磐縏膰螌褩磻蹒瀊蟠蹣鎜鞶
PAN4    冸判沜坢拚泮炍叛牉盼畔眫袢詊溿頖鋬襻鑻
PAN5    盘盤
PANG1   乓汸沗肨胮雱滂牓膀膖镑鎊霶
PANG2   厐夆彷庞逄旁趽舽嫎徬蒡膀磅篣螃鳑龎龐鰟
PANG3   嗙耪覫髈
PANG4   炐胖
PANG5   乓厐夆彷汸庞沗炐肨胖逄旁胮趽舽雱嗙嫎徬滂蒡牓膀膖磅镑篣耪螃覫鎊鳑龎髈龐霶鰟
PAO1    抛拋泡脬萢藨穮
PAO2    刨咆垉庖狍炮炰爮瓟袍铇匏袌跑軳鉋鞄颮麃麅謈
PAO3    跑
PAO4    奅泡炮疱皰砲窌麭嚗犥礟礮
PAO5    泡
PEI1    呸怌抷肧胚衃醅
PEI2    阫陪培婄毰赔锫裴裵賠錇
PEI4    伂沛犻佩帔姵斾昢茷旆浿珮配淠辔馷嶏霈轡
PEI5    伂阫沛犻佩呸帔怌抷肧俖姵斾昢胚茷旆浿珮衃配陪培婄淠毰琣赔辔锫裴裵馷嶏賠醅霈錇轡
PEN1    喷噴濆歕
PEN2    瓫盆衯湓葐
PEN4    喯喷噴
PEN5    喷噴
PENG1   匉怦抨泙恲胓迸砰梈烹硑逬軯閛漰嘭澎駍磞
PENG2   芃朋挷竼倗莑堋弸淜彭棚椖塜塳搒漨痭硼稝蓬鹏槰樥熢憉澎輣篣篷膨錋韸髼蟚蟛鬅纄蘕韼鵬騯鬔鑝
PENG3   捧淎皏剻摓
PENG4   掽椪碰踫
PENG5   碰篷
PI1     丕伓伾坏妚批纰邳坯怶披抷枈炋狉狓砒悂秛秠粃紕铍旇翍耚豾釽鈈鈚辟鈹鉟鲏銔劈磇駓髬噼錃錍魾鮍憵礔礕鎞闢霹
PI2     皮阰芘陂岯枇毞肶毗毘疲笓罢蚍郫铍陴啤埤崥猈蚽蚾豼椑焷琵脾腗痺裨鈹鲏箆罴膍蜱罷隦魮壀螕魾鮍篺螷貔羆朇鼙蠯
PI3     匹庀疋仳圮吡否苉脴痞銢劈嶏諀鴄擗噽癖嚭
PI4     屁埤淠揊媲嫓睤睥辟鈲潎稫僻澼嚊甓疈譬闢鷿
PI5     匹丕庀疋皮仳伓圮阰伾吡否坏妚屁批纰芘苉邳陂坯岯怶披抷枇枈毞炋狉狓肶毗毘砒悂疲秛秠笓粃紕罢蚍郫铍陴啤埤崥旇淠猈翍耚脴蚽蚾豼揊椑焷琵痞脾腗豾釽鈈鈚媲嫓痺睤睥裨辟鈲鈹鉟鲏潎稫箆罴膍蜱銔銢僻劈嶏磇罷諀隦駓髬魮鴄噼壀擗澼螕錃錍魾鮍噽嚊憵甓篺螷貔癖礔礕鎞嚭羆疈譬闢朇霹鼙蠯鷿
PIAN1   片囨扁偏媥犏甂篇翩鍂鶣
PIAN2   便骈胼缏腁楄楩賆跰緶諚骿蹁駢璸騈辯
PIAN3   覑谝貵諞
PIAN4   片猵骗騗騙
PIAN5   片囨便扁骈胼偏覑谝媥猵缏腁貵骗楄楩犏甂賆跰篇緶翩諚骿諞蹁鍂駢璸騈騗騙鶣辯
PIAO1   骉剽彯漂缥飘旚縹翲螵謤犥飃飄魒驫
PIAO2   朴嫖瓢薸闝
PIAO3   莩殍漂缥蔈瞟篻縹醥皫顠
PIAO4   髟票僄勡嘌徱慓漂骠驃
PIAO5   朴骉莩髟殍票僄剽勡嘌嫖彯徱慓漂缥蔈骠飘瓢瞟旚篻縹翲薸螵謤醥犥闝皫顠飃飄魒驃驫
PIE1    氕覕撇潎撆暼瞥
PIE3    丿苤撇撆鐅
PIE5    丿氕苤覕嫳撇潎撆暼瞥鐅
PIN1    拚姘拼砏礗穦馪驞
PIN2    玭贫娦貧琕嫔频頻嬪薲嚬矉蘋蠙颦顰
PIN3    品榀
PIN4    牝汖聘
PIN5    牝汖拚玭贫品姘拼砏娦貧琕嫔榀聘频頻嬪薲嚬矉礗穦蘋蠙颦馪顰驞
PING1   乒甹俜娉涄砯聠艵頩
PING2   冯平评凭呯坪泙苹郱屏帡枰洴玶胓荓瓶屛帲淜硑萍蚲幈焩甁缾蓱蛢評馮軿鲆凴竮鉼慿箳輧憑鮃檘簈蘋鵧
PING5   冯平乒甹评凭呯坪泙苹郱俜屏帡枰洴玶胓荓娉涄瓶砯屛帲淜硑萍蚲幈焩甁缾聠艵蓱蛢評馮軿鲆凴竮鉼慿箳輧頩憑鮃檘簈蘋鵧
PO1     攴朴钋陂坡岥泊泺泼釙淿颇酦頗潑濼醱鏺
PO2     巿婆嘙搫蔢鄱皤繁謈櫇
PO3     叵尀钷笸鉕駊
PO4     朴廹岶迫敀昢洦珀哱烞破砶釙粕奤湐猼蒪魄皛馞髆
PO5     巿攴叵朴廹钋陂坡尀岥岶泊泺泼迫敀昢洦珀哱烞破砶釙钷婆淿笸粕颇奤湐酦猼蒪鉕嘙搫蔢鄱頗魄潑皛駊馞皤繁謈櫇濼醱髆鏺
POU1    吥剖娝捊頮
POU2    抔垺捊掊裒箁襃
POU3    咅哣婄掊棓犃郶
POU5    吥抔咅剖哣垺娝捊婄掊棓犃裒箁郶頮襃
PU1     仆扑炇巬柨陠剝剥痡铺噗撲潽鋪擈鯆
PU2     仆圤匍捗荹莆脯菩葡蒱蒲蜅僕酺墣獛樸璞濮瞨穙襆镤襥贌纀鏷
PU3     朴圃埔浦烳普圑溥暜谱潽樸氆諩檏镨譜蹼鐠
PU4     堡铺暴舖鋪瀑曝
PU5     仆圤扑朴炇匍巬柨陠剝剥圃埔捗浦荹莆烳脯菩堡普痡葡铺圑溥蒱蒲蜅僕暜谱酺噗墣撲暴潽獛舖鋪擈樸氆璞諩檏濮瞨穙襆镤镨瀑鯆曝襥譜贌蹼纀鏷鐠
QI1     七迉沏妻柒倛凄栖桤郪娸悽戚捿桼淒萋攲敧朞期棲欹欺紪缉傶碕僛嘁慽榿漆緀慼緝諆踦螇霋蹊魌鏚鵸鶈
QI2     亓祁齐圻岐岓庈忯芪亝其奇斉歧祇祈肵俟疧竒荎荠倛剘斊旂耆脐蚑蚔蚚颀埼崎掑淇猉畦萁萕跂軙軝釮骐骑嵜棊棋琦琪祺蛴愭碁碕稘褀锜頎鬾鬿旗粸綥綦綨蜝蜞齊璂禥蕲踑錡鲯懠濝薺藄鄿鮨檱櫀臍騎騏鳍蘄鯕鶀麒纃艩蠐鐖鬐騹魕鰭玂麡
QI3     乞邔企屺岂芑启呇杞玘盀唘梩豈起啓啔啟婍绮袳嵜晵棨裿綮綺稽觭諬闙
QI4     气讫忔扢汔迄弃汽矵肐芞呮妻泣炁盵咠契洓砌栔氣訖唭欫焏跂夡愒棄湆湇葺碛摖暣槭甈碶噐憇趞踖器憩磜磧磩舙礘罊蟿鼜躤躩
QI5     乞气氣戚蹊
QIA1    掐袷愘揢葜擖
QIA2    拤
QIA3    卡峠跒酠價
QIA4    圶冾矻帢恰洽殎硈愘楬磍髂
QIA5    卡圶冾拤矻峠帢恰洽掐殎硈袷愘揢葜跒酠楬價擖磍髂
QIAN1   千仟阡圱圲奷扡扦汘芊迁佥岍杄汧茾欦竏臤钎拪牵悭挳蚈谸铅婜孯牽釺掔谦鈆雃僉愆签鉛骞鹐慳搴摼撁熑箞厱諐遷鳽褰燫謙顅檶藖攐攑櫏簽鵮孅攓騫鐱鶼鬜鬝籤韆鑯
QIAN2   仱岒忴扲拑乹前荕荨钤歬虔蚙钱钳乾偂掮揵軡媊朁犍葥葴鈐靬煔鉆鉗墘榩箝銭潛潜羬蕁橬錢黔鍼黚騝濳騚灊鰬
QIAN3   凵浅肷唊淺脥嵰遣槏膁蜸谴缱繾譴鑓
QIAN4   欠刋伣纤芡俔茜倩悓堑傔嵌棈椠慊皘蒨塹撁歉綪艌蔳儙廞槧篏輤篟錎壍嬱縴鳒鏲鰜
QIAN5   欠钱錢
QIANG1  呛抢羌戕戗斨枪玱将羗鸧將猐琷跄嗴椌獇腔嗆搶溬蜣锖嶈戧槍牄瑲羫锵錆謒蹌镪蹡鎗鏘鏹鶬
QIANG2  強强墙嫱蔷樯漒蔃墻嬙廧彊薔檣牆艢蘠
QIANG3  抢強羟强搶羥勥墏摤繈襁镪繦鏹
QIANG4  呛戗炝唴跄嗆戧摤摪熗蹌蹡羻
QIANG5  呛嗆
QIAO1   悄硗郻雀塙嵪跷鄡鄥劁勪幓摮敲踍锹墝毃碻磝頝骹墽幧橇燆缲橾磽鍫鍬礉繑繰趬蹺蹻鐰
QIAO2   乔侨招峤荍荞桥硚菬喬焳睄翘鄡僑谯嘺墧嫶嶠憔蕉蕎鞒樵橋燋癄瞧礄翹蟜藮譙趫鐈鞽顦
QIAO3   巧悄釥雀愀髜
QIAO4   壳俏诮陗峭帩窍偢殻殼翘誚谯髚僺嘺撬箾噭墽撽鞘韒竅翹鞩譙躈
QIAO5   巧乔壳侨招俏峤荍荞诮陗峭帩悄桥窍偢殻硗硚菬郻釥雀喬愀殼焳睄翘塙嵪跷鄡鄥僑劁勪幓摮敲誚谯踍锹髚僺嘺墝墧嫶嶠憔撬毃碻磝箾蕉蕎鞒頝骹噭墽幧撽樵橇橋燆燋缲鞘韒橾癄瞧磽礄鍫鍬礉竅繑翹蟜鞩髜繰藮譙趫趬蹺蹻躈鐈鐰鞽顦
QIE1    切
QIE2    癿伽茄聺
QIE3    且
QIE4    切厒妾怯疌郄匧砌窃倢悏挈洯帹惬淁笡愜蛣趄嗛慊詧朅箧緁锲魥篋踥穕藒鍥鯜鐑鰈竊
QIE5    趄
QIN1    亲侵钦唚衾骎菳媇嵚欽綅誛嶔濅親顉駸鮼寴
QIN2    忴扲芩芹埁埐珡矝秦耹菦蚙堇捦菳琴琹禽覃鈂鈙鈫雂勤厪嗪嫀溱靲墐廑慬噙嶜擒斳鳹懄橬檎澿瘽螓懃蠄鬵鵭
QIN3    坅昑笉梫赺赾寑锓寝寢鋟螼
QIN4    吢吣抋沁唚菣揿鈊搇撳儭寴瀙藽櫬顩
QIN5    吢吣坅忴扲抋沁芩芹昑亲侵钦唚埁埐珡矝秦笉耹菦蚙衾骎堇捦梫菣菳赺赾媇寑嵚揿欽琴琹禽覃鈂鈊鈙鈫锓雂勤厪嗪嫀寝搇溱綅靲墐寢廑慬誛噙嶔嶜撳擒斳鋟鳹懄橬檎澿濅瘽螓親懃螼顉駸儭蠄鬵鮼寴瀙藽鵭櫬顩
QING1   靑青氢轻倾卿郬圊埥寈庼氫淸清軽傾廎綪蜻輕靘漀鲭鯖鶄鑋
QING2   夝甠剠勍啨情殑晴棾氰葝暒擏樈擎檠黥
QING3   苘顷莔请庼頃廎綮漀請檾謦
QING4   庆亲凊掅殸渹碃箐靘慶磬親儬濪罄
QING5   情
QIONG2  卭邛宆穷穹茕桏琁笻筇赹惸焪焭琼舼蛩蛬煢熍睘跫銎瞏窮儝嬛憌橩璚藑瓊竆藭瓗
QIONG5  卭邛宆穷穹茕桏琁笻筇赹惸焪焭琼舼蛩蛬煢熍睘跫銎瞏窮儝嬛憌橩璚藑瓊竆藭瓗
QIU1    丘丠邱龟坵恘秋秌逎蚯媝湫萩楸蓲鹙篍緧蝵穐趥橚鳅龜蟗鞦鞧蘒鰌鰍鶖櫹鱃龝
QIU2    仇厹叴囚扏氿犰玌朹汓肍求虬泅牫虯俅觓訄訅酋釓唒捄浗紌莍逎逑釚梂殏毬球赇崷巯渞湭皳盚遒煪絿蛷裘巰觩賕璆蝤銶醔鮂鼽鯄蠤鰽
QIU3    搝糗
QIU5    仇厹丘叴囚扏氿犰玌丠朹汓肍求虬邱龟坵泅牫虯俅恘秋秌觓訄訅酋釓唒捄浗紌莍逎逑釚梂殏毬球蚯赇媝崷巯渞湫湭皳盚萩遒搝楸煪絿蛷裘巰蓲觩賕鹙璆篍緧蝤蝵銶穐糗趥醔鮂鼽橚鳅龜蟗鞦鞧鯄蘒鰌鰍鶖櫹蠤鱃鰽龝
QU1     区曲伹佉匤岖诎阹驱坥屈岨岴怚抾浀祛胠袪區焌紶組蛆躯筁粬蛐詘趋跙趍嶇駆憈敺觑誳駈麹髷魼趨麯覷軀鶌麴黢驅鰸鱋
QU2     佢劬斪朐胊菃衐鸲淭渠絇翑蚼葋軥蕖璖磲螶鮈鴝璩翵蟝瞿鼩蘧匷忂灈鐻戵欋氍籧臞癯蠷衢躣蠼鑺鸜
QU3     曲苣取弆竘娶紶詓跔竬蝺龋齲
QU4     厺去刞呿郥耝阒觑趣閴麮闃覰覷鼁覻
QU5     去戌屈蛐
QUAN1   奍峑弮恮悛圈圏棬腃駩酄騡鐉
QUAN2   全权佺狋诠姾泉洤荃拳牷辁啳埢婘惓痊硂铨湶犈筌絟腃葲搼瑔觠詮跧輇蜷銓権踡縓醛闎鳈鬈孉巏鰁權齤矔蠸颧顴灥
QUAN3   犬汱甽畎烇绻綣虇
QUAN4   劝券牶勧韏勸
QUAN5   圈
QUE1    炔缺蚗蒛阙闕
QUE2    瘸
QUE4    却卻埆崅隺悫雀傕敠硞确舃阕塙搉皵碏阙鹊愨榷墧慤毃獡確碻趞燩闋礐闕鵲礭
QUE5    却炔卻埆崅缺蚗隺悫雀傕敠硞确舃阕塙搉皵碏蒛阙鹊愨榷墧慤毃獡確碻趞瘸燩闋礐闕鵲礭
QUN1    夋囷峮逡箘輑歏
QUN2    宭帬裙羣群裠麇麏麕
QUN5    夋囷宭峮帬逡裙羣群裠箘輑歏麇麏麕
RAN2    冄呥肰柟衻袇蚦袡舑蚺然髥嘫髯燃繎
RAN3    冄冉姌苒染珃媣熯橪蹨
RAN5    冄冉呥姌肰苒染柟珃衻袇蚦袡舑蚺媣然髥嘫熯髯橪燃繎蹨
RANG1   嚷
RANG2   穣儴勷孃瀼獽蘘禳瓤穰镶躟鑲鬤
RANG3   壌嚷壤攘爙纕蠰
RANG4   让懹瀼譲讓
RANG5   嚷
RAO2    娆荛饶桡嬈蕘橈襓饒犪
RAO3    扰娆隢嬈擾
RAO4    绕遶繞蟯
RAO5    扰娆绕荛饶桡隢嬈蕘遶橈襓擾繞蟯饒犪
RE3     若喏惹
RE4     热熱
RE5     若热喏惹熱
REN2    人仁壬任忈朲忎秂芢姙鈓魜銋鵀
REN3    忍荏栠栣涊荵秹菍棯稔銋
REN4    刃刄认仞仭讱任屻扨纫妊杒牣纴肕轫韧饪祍姙紉衽紝訒軔梕袵釰絍腍葚靭靱韌飪認餁
REN5    人
RENG1   扔
RENG2   仍辸礽芿陾
RENG5   仍扔辸礽芿陾
RI4     日驲囸氜釰鈤馹
RI5     日
RONG1   茸
RONG2   戎肜狨绒茙茸荣容峵毧烿傛媶嵘絨羢嫆嵤搈搑榵溶蓉榕榮熔瑢穁蝾褣镕縙融螎駥髶嬫嶸爃鎔瀜曧蠑
RONG3   冗宂坈傇軵氄縙
RONG5   冗宂戎坈肜狨绒茙茸荣容峵毧傇烿傛媶嵘絨羢軵嫆嵤搈搑榵溶蓉榕榮熔瑢穁蝾褣镕氄縙融螎駥髶嬫嶸爃鎔瀜曧蠑
ROU2    厹禸柔粈媃揉渘葇楺煣瑈腬糅蝚髳蹂輮鍒鞣瓇騥鰇鶔
ROU4    肉宍楺
ROU5    厹禸肉宍柔粈媃揉渘葇楺煣瑈腬糅蝚髳蹂輮鍒鞣韖瓇騥鰇鶔
RU2     邚如吺侞帤茹挐桇偄袽铷渪筎蒘銣蕠儒鴑嚅嬬孺濡獳薷鴽曘燸臑襦繻蠕颥醹鑐顬鱬
RU3     汝肗乳辱鄏擩
RU4     入洳嗕媷溽缛蓐褥縟擩
RU5     入邚如汝吺肗乳侞帤洳茹挐桇辱偄袽铷渪筎鄏嗕媷溽缛蒘蓐銣蕠褥儒縟鴑嚅嬬孺擩濡獳薷鴽曘燸臑襦繻蠕颥醹鑐顬鱬
RUAN3   阮朊软耎偄軟媆愞瑌腝碝緛蝡輭檽燸瓀礝
RUAN5   阮朊软耎偄軟堧媆愞瑌腝碝撋緛蝡輭壖檽燸瓀礝
RUI2    苼婑甤緌蕤
RUI3    桵惢蕊蕋橤繠蘂蘃
RUI4    汭芮枘蚋鈉锐瑞蜹睿銳鋭叡壡
RUI5    汭芮枘苼蚋婑桵惢甤鈉锐瑞蜹睿緌蕊蕋蕤銳鋭叡橤繠壡蘂蘃
RUN4    闰润閏閠潤橍
RUN5    闰润閏閠潤橍
RUO4    叒若偌弱鄀婼渃焫楉蒻箬篛爇鰙鰯鶸
RUO5    叒若偌弱挼鄀婼捼渃焫楉蒻箬撋篛爇鰙鰯鶸
SA1     仨挲撒
SA3     洒訯靸撒潵鞈攃灑躠
SA4     卅泧钑飒脎訯萨鈒摋隡馺蕯颯薩鎝櫒鏾
SA5     撒
SAI1    思毢愢揌塞毸腮嘥噻鳃顋鰓
SAI4    塞赛僿賽簺
SAI5    思毢愢揌嗮塞毸腮嘥赛僿噻賽鳃顋簺鰓
SAN1    三彡氵弎叁叄毵毶厁毿犙鬖
SAN3    伞傘散椮傪糁糂馓橵糝糣糤繖鏒鏾饊
SAN4    俕帴散閐潵鬖
SAN5    散
SANG1   丧桒桑喪槡
SANG3   嗓搡磉褬颡鎟顙
SANG4   丧喪
SANG5   丧桒桑喪嗓搡槡磉褬颡鎟顙
SAO1    慅搔溞骚缫鄵懆缲螦縿繅臊鳋颾騒繰騷鰠鱢
SAO3    扫掃嫂
SAO4    扫梢埽掃瘙氉臊矂鐰髞
SAO5    扫梢埽掃嫂慅搔溞骚瘙缫鄵懆缲螦氉縿繅臊鳋矂颾騒繰騷鰠鐰髞鱢
SE4     色拺洓栜涩啬粣铯雭歮琗嗇塞溹瑟鉍歰銫澁廧懎擌濇瘷穑澀璱瀒穡鎍繬穯轖鏼闟譅飋
SE5     色
SEN1    森椮槮襂篸
SEN5    森椮槮襂篸
SENG1   僧鬙
SENG5   僧鬙
SHA1    杀杉沙纱刹剎砂唦挱殺猀粆紗莎挲桬铩痧硰摋煞蔱裟榝樧魦鲨閷鎩鯊鯋繺
SHA2    啥
SHA3    傻儍
SHA4    沙倽唼啑帹菨萐厦喢嗄廈歃煞翜箑翣閯霅濈霎
SHA5    杀杉沙纱刹剎砂倽唦挱殺猀粆紗莎唼啑啥帹挲桬菨萐铩厦喢痧硰傻嗄廈摋歃煞翜蔱裟榝箑翣儍樧閯霅魦鲨濈閷霎鎩鯊鯋繺
SHAI1   筛酾篩諰簁簛籭釃
SHAI3   色繺
SHAI4   晒攦曬
SHAI5   色晒筛酾篩諰簁簛繺攦曬籭釃
SHAN1   山邖删刪杉芟姍姗苫衫钐埏挻柵栅炶狦珊舢扇烻痁脠軕笘釤跚剼搧銏嘇幓摻煽蔪潸澘穇襂檆縿膻鯅羴羶櫼襳顫纔鱣
SHAN3   闪陕炶陝閃閄掺晱煔睒摻熌覢顃
SHAN4   讪汕单疝苫钐剡扇訕赸掞掸笧釤傓善單椫禅骟僐鄯儃墠墡撣潬缮嬗嶦擅敾樿禪膳磰謆赡繕蟮蟺攙譱贍鐥饍騸鳝鳣灗鱓鱔鱣
SHAN5   闪扇閃
SHANG1  伤汤殇商愓湯觞傷禓塲墒慯滳漡蔏殤熵螪觴謪鬺
SHANG3  上坰垧扄晌埫赏賞贘鑜
SHANG4  丄上尙尚恦绱緔鞝蠰
SHANG5  上尚裳
SHAO1   娋弰捎梢烧莦焼稍萷旓筲艄蛸輎蕱燒鞘韒颵髾鮹
SHAO2   勺芍杓苕柖玿萔韶
SHAO3   少髾
SHAO4   少召佋劭卲邵绍柖哨娋捎袑紹睄稍綤潲
SHAO5   勺少召芍佋劭卲杓邵绍苕柖玿哨娋弰捎梢烧莦袑紹萔焼睄稍萷旓筲綤艄蛸輎韶潲蕱燒鞘韒颵髾鮹
SHE1    奓奢猞赊畬畲輋賒賖檨
SHE2    舌佘折抴虵蛇阇揲蛥闍磼鞨
SHE3    舍捨
SHE4    厍设社舍舎厙拾挕射涉涻渉設赦弽慑摄滠慴摵蔎歙蠂韘騇懾攝灄麝欇
SHE5    厍舌设佘折社抴舍舎厙奓拾挕虵射涉奢捨涻渉猞蛇設赊赦阇弽揲畬畲蛥慑摄滠輋慴摵蔎賒賖檨歙闍磼蠂鞨韘騇懾攝灄麝欇
SHEI2   谁誰
SHEI5   谁誰
SHEN1   申屾扟伸身侁参呻妽籶绅罙诜姺柛氠珅穼籸娠峷甡眒砷莘參叄堔敒深紳兟叅葠裑訷嫀搷罧蓡詵幓甧糁綝蔘燊薓駪鲹曑糝鯓鵢鯵鰺
SHEN2   什甚神鉮
SHEN3   伔邥弞抌沈审矤哂矧宷谂谉婶淰渖訠棯槮審諗頣魫曋瞫鯅嬸瀋覾讅
SHEN4   肾侺昚甚胂涁眘渗祳脤腎葚愼慎椹瘆蜃蜄滲瞋鋠瘮
SHEN5   神
SHENG1  升生阩呏声斘昇枡泩狌苼殅牲珄竔胜陞曻陹殸笙勝湦焺甥鉎聲鍟鼪鵿
SHENG2  渑绳縄憴澠繩譝鱦
SHENG3  省眚偗渻
SHENG4  圣乗娍胜乘晟晠剰盛剩勝琞貹嵊聖墭榺蕂賸
SHENG5  生声省聲
SHI1    尸失师厔呞虱诗邿鸤屍施浉狮師敆絁釶湤湿葹溮溼獅蒒蓍詩鉇嘘瑡酾鳲噓箷蝨魳鳾褷鲺濕鍦鯴鰤鶳襹籭釃
SHI2    丆十饣什石辻佦时竍识囸实実旹飠姼峕拾炻祏蚀食埘宲時莳寔湜遈塒嵵溡蒔鉐實榯蝕鉽鲥鮖鼫識鼭鰣
SHI3    史矢乨豕使始驶兘宩屎狶痑笶鉂駛
SHI4    士氏礻世丗仕市示卋式忕亊似叓忯戺事侍势呩柹视试饰冟咶室峙恀恃拭是昰枾柿狧眂贳适栻烒眎眡舐莳轼逝铈啇秲視媞崼弑徥惿揓谥貰释飭勢嗜弒煶睗筮蒔觢試跩軾遞鈰鉃飾舓褆誓適遰馶奭銴餙噬嬕澤澨諟諡遾餝檡螫謚簭繹襫醳釋鰘齛
SHI5    士什失市式识事使势实拾是食匙殖勢實識
SHOU1   収收敊
SHOU2   熟
SHOU3   手守垨首艏
SHOU4   寿受狩兽售授涭绶痩膄壽瘦綬夀獸鏉醻
SHOU5   手
SHU1    书殳疋尗忬抒纾叔杸枢陎俆姝柕俶倏倐捈書殊紓悆掓梳淑焂菽軗鄃疎疏翛舒摅毹毺綀输瑹跾踈樞氀蔬輸橾鮛儵攄瀭鵨
SHU2    秫婌孰赎蒣塾熟璹蠋贖孎蠾
SHU3    属暏暑稌黍数署鼠蜀數潻薥薯曙癙藷襡糬襩屬籔蠴鱪鸀鱰
SHU4    丨忄朮术戍束沭述侸俞兪咰怷树竖荗恕捒庶庻絉蒁術隃尌裋数竪腧鉥墅漱潄數潏澍豎樹濖錰謶鏣鶐虪
SHU5    数數
SHUA1   刷选唰選
SHUA3   耍
SHUA4   刷誜
SHUA5   刷耍选唰誜選
SHUAI1  衰缞摔縗
SHUAI3  甩
SHUAI4  帅帥率蟀卛
SHUAI5  帅甩帥衰率缞摔縗蟀卛
SHUAN1  闩拴閂栓
SHUAN4  涮腨槫
SHUAN5  闩拴閂栓涮腨槫
SHUANG1 双泷滝霜雙瀧孀骦孇騻欆礵鷞鹴艭驦鸘
SHUANG3 爽傱塽慡漺樉縔鏯
SHUANG5 双泷爽傱滝塽慡漺樉縔霜雙瀧鏯孀灀骦孇騻欆礵鷞鹴艭驦鸘
SHUI2   谁脽誰
SHUI3   水氺閖
SHUI4   说帨挩捝涗涚娷祱稅税裞睡說説
SHUI5   水
SHUN3   吮楯輴
SHUN4   顺眴舜順蕣橓瞚瞤瞬鬊
SHUN5   吮顺眴舜順楯蕣橓瞚輴瞤瞬鬊
SHUO1   说哾說説
SHUO4   妁洬烁朔铄欶硕矟搠数蒴槊碩數獡箾燿藥鎙爍鑠
SHUO5   妁洬烁说哾朔铄欶硕矟搠数蒴槊碩說説數獡箾燿藥鎙爍鑠
SI1     厶丝司糸私咝泀俬思恖虒鸶偲傂媤愢斯絲缌蛳楒禗鉰飔凘厮榹禠罳蜤銯锶嘶噝廝撕澌磃緦蕬鋖燍螄螔謕鍶簛蟖蟴颸騦鐁鷉鷥鼶
SI3     死
SI4     巳亖四罒寺汜伺似佀佁兕姒泤祀価孠杫泗饲驷俟娰枱柶牭食梩洍涘肂逘飤笥耜釲竢覗嗣肆貄鈶鈻飴飼銉禩駟蕼儩騃瀃
SI5     司厕思厠
SONG1   忪松枀娀柗倯凇梥崧庺淞菘愡棇嵩硹憁蜙憽檧濍鬆蘴
SONG3   怂悚捒耸竦傱愯楤嵷摗漎慫聳駷
SONG4   讼宋诵送颂訟頌誦餸鎹
SONG5   讼宋忪怂松枀娀柗诵送倯凇悚捒梥耸颂崧庺淞菘訟愡棇竦傱嵩愯楤硹頌嵷憁摗漎蜙誦慫憽檧濍聳餸駷鎹鬆蘴
